sentiment,clean_text
negative,work
neutral,busi laptop ill wed afternoon like blog see
positive,good
neutral,rip cat
neutral,parti parent neighbor
neutral,research articl
negative,god creat man also believ creat million peopl get ya
negative,horribl
positive,energi
negative,hurt
neutral,swine flu gold coast
negative,bore
positive,nice
positive,rock
positive,love
negative,miss
negative,sorri
negative,miss sad
neutral,shot still
negative,head ach
positive,thank
positive,love
negative,sad
neutral,recov hard day chemistri go well
neutral,said mother mother ok
positive,subway bomb
neutral,lol sound like call babe done thought
neutral,tri instal base app work phone
negative,car broken
neutral,grandpa call want know hat plan return
positive,thank ba
neutral,bore day outsid
neutral,eat cap
negative,poor
positive,amaz
neutral,lap decid jump
neutral,go away come
negative,sick
neutral,sleep
neutral,today will first basebal game go bat
positive,realiti must surviv kill make
negative,forgot
positive,hope
positive,like
negative,well
neutral,know
neutral,come hang
neutral,long tree yeh defin need go find one mayb though
negative,wide awak wish got turn job oh well
positive,great summer
positive,happi monday folk
neutral,fish finger potato love bake bean hurt
neutral,lol hope itll happen like next time near new album
negative,sorr
negative,make
negative,miss
neutral,wish tweet follow
negative,late
negative,kill
negative,like
neutral,check work sorri
neutral,sleep work summer break soon tell get butt bed lo
neutral,watchin lose man day mum lol
negative,get dinner readi much go life seem
positive,ah love day bike ride cake make root revis best
negative,die
neutral,that plan
neutral,went meet may club bar car hold lol
positive,correct say
negative,hurt
positive,hope morn show get cancel
positive,love
neutral,white wine remind
negative,nurs sick pig back health cat jealous
positive,go bed goodnight
positive,enjoy
positive,hope
neutral,email
neutral,hip wide rock short bone year old boy
positive,happi
neutral,stand open hand know alon hold hold babi hold
positive,mine
neutral,shut line bet could speech dare
neutral,night instead kate guess itll
neutral,joe shirt hahaha big rob
negative,help
neutral,play
positive,fun
neutral,ill probabl better photo later today took pick big camera camera phone camera
negative,miss
positive,welcom
neutral,sign twitter
positive,wow
neutral,book arriv june
neutral,look window depress beauti
negative,sad number
positive,surpris perhap good
negative,stress sad miss
positive,great
neutral,kind glad never start king one less thing upset
negative,shower slow toilet suck bed tini
negative,depress
positive,love
positive,awesom
negative,shame
neutral,tokyo tabl
neutral,what wrong dress fashion
negative,aww sad
positive,awesom
neutral,want hear voic
positive,cool
neutral,add
positive,that awesom
negative,boo
neutral,tri get use twitter cold
positive,fine
positive,girl
positive,awesom
neutral,toy advanc load carri system man get wolverin
positive,love walk morn matter
negative,never repli back
positive,goodnight twitter world
negative,arm sore bad time
positive,thank babe
negative,piss
neutral,new twitter need studi
neutral,today
negative,problem facebook twitter pray
neutral,hungri want egg grandma alway make perfect egg mum suck ill go make
neutral,heyi delet myspac account link side bar work say delet ili
neutral,yeah go concert end month
neutral,okay
neutral,oh dear bday girlfriend lucki come home poor listen talk day
positive,good
neutral,knock play day get better love miss
negative,stop work
neutral,pleas
negative,wrong
positive,good
negative,hurt
positive,chillin
negative,fail
neutral,ill follow friday littl later busi take ladi job
neutral,less min lost follow
neutral,nah honest rather go run lol
neutral,hey guy plan headlin show around time tour get
negative,hate
neutral,upload photo facebook friendster myspac later
positive,play cool new websit
neutral,aunt haha uncl adopt differ adopt stori want chat sometim
negative,miss
neutral,still lol work less hour
neutral,want coupl peopl said good
positive,happi mother day
neutral,stori life
negative,storm act
neutral,talk face face
neutral,ill also fix itun chang url sinc that part feed
neutral,well sure hope
positive,fun night tonight
negative,feel realli tire
neutral,noth right
neutral,look like hors sam club card pictur find hair hahaha possibl get tomorrow
negative,stuck
negative,suck
positive,cool
negative,kill
positive,fun
neutral,talk show
negative,quit hard watch
negative,miss
neutral,work finish sun
positive,one best show earth
neutral,add myspac
neutral,love day shame man near decid busi got
positive,proud
neutral,come back tonit
neutral,crave king size
neutral,one one leg fill
neutral,okay want know one doc done day
neutral,use iphon version use web sometim mac
negative,get night
positive,aw glad
neutral,oh still got around start
neutral,love miss
positive,joy
neutral,green
neutral,red
positive,mummi best
negative,miss
neutral,well think get call anytim soon paint nail
positive,fan also boo ho
positive,enjoy
neutral,hey guy group peopl comput colleg via
neutral,said
positive,thanx
neutral,go miss go lake omg got disney channel miss babi matt love mitchel
positive,great
negative,say happi
neutral,what much listen music
positive,hope
negative,sorri
neutral,cheap one work brilliant
neutral,well actual name model besid sleep crawl etc
negative,feel well
neutral,tell
negative,omg tri fix pic work ugh also mom let sleep bad day
positive,celebr mother day generat
negative,broke
neutral,ran machin problem yeah
negative,problem
negative,want alon
positive,haha great day love life
neutral,feel like friday
neutral,okay deal
negative,someth wrong wi
negative,hard
positive,idea perfect woman
negative,bummer
positive,sweeti
neutral,nah could use hug three even option mile away
neutral,look forward crazi commut come everyth that go
positive,two favourit
neutral,follow friday bc need follow
neutral,start get whole twitter thing
negative,bad
neutral,hes think that spell doubt theyll ever meet
negative,product
negative,miss
positive,good
neutral,hair back super black
neutral,show yo se
neutral,vote let say close vote want vote
negative,feel left
neutral,must admit though part want get put
positive,happi
positive,love
positive,good
negative,poor week
neutral,get dress go day twit
neutral,post boo come home boo
neutral,excit hunt far citi
positive,day thank
positive,love bean toast cute
negative,earli
neutral,join facebook
negative,luck
negative,nice
neutral,gah headach hell remind love wife goe often
neutral,impress look good littl memori hungri age
neutral,aww sorri boy sick ill keep finger cross lol stay well get better boy
negative,go
negative,depress place
neutral,go movi
neutral,go form today hope help area comput art design
neutral,food hous sugar
neutral,understand requir take could lead everi class
neutral,final master art upload photo said twitter longer
neutral,stupid star war day may
neutral,scratch head
positive,happi mine
neutral,stay talk heh
positive,final arriv
positive,thank
negative,tear
neutral,normal hour give interest twitter friend topic near dear
neutral,time noth lunch tonit
negative,confus
neutral,got tree hang
neutral,spring clean episod realli
neutral,wait someon week near month
positive,happi
neutral,got math
positive,sure love
neutral,hello
negative,mean without
negative,tire
neutral,believ finish tonight blame errand certain loud
negative,tire
neutral,finish wash dish
positive,happi
positive,hope come
positive,decent
positive,respect
neutral,okay peopl charg
positive,look good lov cancel concert franc readi men
neutral,even warm how tell dark lol
neutral,go see hannah montana huh
positive,happi
positive,disappoint star
positive,thank
positive,final got
positive,good
positive,doubl yay
neutral,blue lol
positive,wonder
neutral,fav locat close good thing move
neutral,silli know speak french hour studi ride begin
positive,happi mother day
positive,cool
negative,starv
neutral,hungri fool ill probabl never see enjoy close
positive,best
negative,die
neutral,get readi go find new suit sunday time
neutral,line door realli want
positive,great cover
neutral,follow pleas
neutral,sure mrs follow get comfort new comput may
neutral,hmm go make time machin go forward god oh yeh
neutral,lol realis send messag meant page exist
neutral,way
neutral,tri close tri
positive,like
neutral,made want taco bell oh well go go chang
neutral,think ill ever one
negative,buzz
negative,cabl day without net sad
negative,reject
neutral,decid matter good hair look burn get hand cover suck
positive,happi star war day
positive,wait see
neutral,hey black dress mobil twitter bit mo
neutral,need food took hour get work morn leav time get morn coffe
positive,happi mother
neutral,super caught cold plane far forward line like extra sleep dear need
neutral,phone
positive,glad entertain
positive,amaz
neutral,everywher via
negative,day bad miss screen morn
neutral,think parent high school music
positive,better
positive,thank
negative,miss
neutral,place boo voic challeng challeng
negative,unfortun
neutral,offici profil
neutral,miss
positive,like though
neutral,woke watch today show rock girl wish could close far away
negative,hate
negative,awwww
positive,good better
positive,happi
neutral,final start serious revis complet english
positive,great
negative,feel like hous
neutral,need cheer
negative,realli miss phone
positive,pleasur
neutral,burger chees melt top pic facebook come
negative,sorri hear
negative,stuck
neutral,got littl scare tonight could fall back sleep start work imag project look good
neutral,sit bed think
neutral,attend parent wake earli
neutral,pic
neutral,crazi time noth
positive,haha nice fun doll hope ill see ya soon miss face
positive,beauti
positive,love
positive,good keep guy love come visit
positive,amaz
neutral,said ill think tri
neutral,got work
negative,poor
negative,take forev
positive,awe thank
neutral,realli want go settl toast
positive,funni
positive,part hilari cours whole thing hilari
positive,like
neutral,comput morn think sign go home play yard
negative,hurt
neutral,take mmm definit
neutral,haha yeah oh well alway next yr chin hehe
positive,awesom
neutral,got three grade far good time sad math grade though
neutral,ouch suck need happen hope better
neutral,omg day till state exam
neutral,sick come good
positive,glad
positive,love
negative,that realli bad
neutral,yep open sunday hour though
positive,hope
positive,fun
negative,one go
positive,may today round weekend one session happi yall
negative,man babi dri
neutral,read perhap background app
negative,bad sunburn
positive,background
neutral,awww leav ace one fav
negative,hell
negative,miss
positive,hope
negative,roommat throat dri
negative,sick wife birthday
neutral,england
neutral,dm bc follow
negative,qualiti gone hill
neutral,want
neutral,never
neutral,bout take shower cold shower
positive,cute
negative,name
negative,dammit
positive,good
neutral,work work work
neutral,request date guest honour
neutral,writer make littl dream stori head onto peopl like write
negative,suck
negative,miss
positive,nice
negative,outsid
neutral,hey happen coffe two day
neutral,call
positive,great
negative,good
neutral,new twitter
positive,love favorit
negative,sad
neutral,keep itll soon
neutral,head home dad duti tonight might take kid cours although boy took last night chip contest
neutral,leav sf soon might cri
positive,man great sens
negative,sad
positive,happi
positive,aww bless give chanc
neutral,think may meet let get readi ill let know
neutral,goin bed
neutral,goin way til get swim tomorrow
neutral,thank god go
negative,sad
negative,new pictur upload
neutral,boyfriend
negative,kick
neutral,walk water shoe
positive,most hope goe quick
positive,nice day
neutral,friday job weekend
positive,love
negative,burn
positive,thank blast
positive,great
negative,cold heck
neutral,saw killer finish point never seen killer
positive,happi mother day
positive,favorit
positive,love tweet sweet
neutral,smell cake see cake oven
neutral,lose
negative,greg nooooo leav gone go find restaur worri lol cri cri cri
negative,go strang weekend
positive,love
neutral,year old wind lol
negative,stupid
negative,sad
negative,ugli
negative,panic
neutral,call get time sure mayb ill come la soon hella go
negative,think go get
positive,love
positive,morn
positive,goodnight
neutral,nick
negative,heart attack
neutral,see guess must lot fan texa twitter
positive,good person
neutral,eat
neutral,constant look
negative,sad
neutral,well yeah mom want drive way far
positive,fun fun feelin
negative,miss
neutral,go wed next weekend atl
neutral,ew tongu kiss
negative,look good
negative,get wors
positive,hope
positive,yay dad agre pay
neutral,bet black lol problem ugli
negative,scare
neutral,want see someon take pleas
neutral,chillin bit bore
negative,miss
neutral,everyon keep check updat come soon
negative,sad becom pig
positive,great
negative,daddi
positive,love
negative,tire
neutral,ill tri sort busi bee
positive,realli drunk realli happi
positive,excit fun weekend wi
neutral,tom graduat today
neutral,got back home bore
negative,sorri
negative,hell
neutral,word live
neutral,never
negative,get joke
negative,ignor
neutral,where love
neutral,get back togeth one album heard
negative,sorri
neutral,miss announc someth concert anyon fill
positive,happi mama day mama
positive,look forward
negative,worst mine use realli bad first even get bed
neutral,ador though love
negative,sorri
positive,much fun famili happi birthday beauti aunt
negative,block
neutral,ouch
neutral,tgif gorgeous day today stuck insid
neutral,light lol stay safe
neutral,leav tomorrow day
neutral,four littl kid exhaust right wrong lol tri
positive,love
negative,sad
positive,need win
negative,aw
positive,funni
negative,sad
neutral,hey old write avoid write continu non stop use
negative,funni
positive,great idea
neutral,name
neutral,spent lazi day today find interest peopl follow say take sort peopl
neutral,fun much enough time money
negative,sad
negative,stupid
neutral,get
positive,love
negative,wtf
neutral,welcom back school studi hard take time smell rose
negative,littl
neutral,bed nighti night everyon
neutral,done pack everyth els leav hour
neutral,ok see da climb
neutral,tri get point smile man tonight
neutral,think today listen start
neutral,well send email pick fave cake ice cream cup part chocol
neutral,know aw never fear got load catch
neutral,finish go got new deck
neutral,download goodby latest album free
negative,take fan
neutral,follow
neutral,wow share long list
positive,thank god
neutral,watch favorit movi walk rememb sad love
negative,sad babi
positive,dude awesom
positive,fantast
positive,good
negative,miss part
neutral,got hour ago yet
positive,incred happi person energi love danc
positive,love
negative,hate
negative,hate son
positive,awww thank jon appreci
neutral,get wisdom teeth pull
negative,tire
neutral,tri plan huge birthday parti
neutral,ipod came back visit cali china home work
neutral,may
neutral,expens get one cheap tri save order goe tonight sri bank account
negative,sometim feel pathet go bed earli oh
positive,good
positive,greet advanc haha
neutral,front day wave
positive,love realli simpl think word put front clever
neutral,thank hun wear new es big show
positive,safe flight
positive,enjoy life parti tonight
positive,excit
positive,perfect
neutral,even littl bit ha ha see spell problem love anyway
positive,suggest
negative,late
neutral,still work fb
neutral,got attic art work includ good time broke head phone bad time still happi buy attic
positive,great
neutral,peopl sorri phone dead hope replac ill back tonight
positive,smile
negative,fun
positive,awww bless
neutral,got shot arm eww
negative,sorri
negative,suck
neutral,go home get cloth
negative,sad
positive,happi mother day
positive,happi
neutral,miss
neutral,follow follow simpl
neutral,lip pierc minut die
negative,think swine market sinc say anymor
negative,last one
positive,enjoy
positive,love
negative,cancel
neutral,check latest fb post thing want happen think miss
neutral,peopl today
positive,glad get twitter
positive,love
positive,aww ya show mum proud kid let everyon know
negative,miss today
positive,beauti
positive,wish
neutral,cut like hear come pass left
positive,whole new beauti
neutral,christian mobil run month old
negative,suck
negative,alex head tabl min ago go nice blue bruis
positive,amaz mother
positive,yay
positive,ahh love got
neutral,haircut short possibl even chang color new
negative,ugh wait
positive,beauti
neutral,weekend best friend birthday leav way later want
neutral,work youth
negative,ridicul saturday go suck wi
neutral,via meet
neutral,oh feel special oh must add third angel drink post
negative,ahh right hurt soooo bad
positive,cute
neutral,type cold room
neutral,yes know gross haha better
positive,surviv
positive,laugh
neutral,okay got go first time sinc start miss block parti
positive,awesom
neutral,follow hugh
neutral,made connect two
neutral,good busi heck good feel yucki moment
negative,poor
neutral,chillin movi tv make coffe cake
positive,thank
positive,excit
neutral,go beach today
negative,paid bill money
positive,oh
neutral,code go
negative,mad
positive,good
positive,enjoy
neutral,jus woke late work student train
negative,hate
positive,hella good
negative,sad
positive,cute
neutral,woke
negative,know quit
neutral,ill probabl get fire though
positive,like color place happi
negative,know lol head hurt realli bad stomach hmm person think deal wit
positive,thnx
negative,hurt
neutral,see hannah montana movi today
negative,miss
negative,bore
positive,hope
neutral,new anyon number
neutral,clean room
positive,thank
positive,wish
positive,big laptop big
neutral,rather random
positive,love yo
positive,good
negative,bad
neutral,bummer might make sunday show hope sun shine cloudi day
neutral,fall asleep
negative,lone need hug
negative,hurt bad
negative,burn
neutral,eat salad comment new myspac pictur plz
neutral,two go visit someon
negative,hurt
neutral,thought alreadi winter turn winter even start
neutral,yayi wait see
neutral,yay power phone charg hot
negative,omg mine omg that gross sorri total forgot
positive,great
positive,welcom
positive,welcom sweeti
neutral,bacon roll tea friend
negative,pathet
neutral,program show twitter facebook status updat one alright yeah probabl use often
positive,thank
neutral,go sleep peac want hear say good night happen good night everyon
neutral,hey second kind sad ok guitar guitar guitar bbq good time
negative,even ball
neutral,work actual work
positive,thank
neutral,look hotel web place massag job lol
neutral,coffe bean met
neutral,internet bill countri cost alon
neutral,alway sunni day possibl outsid life get
neutral,six feet theme
neutral,go miss know hope thing better
negative,luck done
negative,deserv
positive,happi mother day
negative,feel good
positive,rock
neutral,still need anoth hour sleep
positive,woo
neutral,haha father time lol anyway work get msn later ill bore
positive,sweet
negative,sad
positive,happi
negative,lame
negative,suck
positive,what go
neutral,omg lol gone slow go insan
negative,weird
positive,wow proud great
negative,phone work
negative,pretti burnt
neutral,that rough sound like weekend went well
neutral,day long text convers
neutral,hey dave uk first thing done put could play ill new kid block thank
negative,good enough
neutral,jona awesom watch movi weird lol
positive,sweet dream
negative,feel littl lone
negative,sick suck
negative,death swear
neutral,loss client lost job hope quot later today turn work huge
positive,love yo
negative,stupid channel
neutral,root twitter war
neutral,final rain
neutral,music follow
neutral,bed one day left school get go holiday yay final get sick school lol
neutral,turn
neutral,thing happen switch
neutral,compani rather bigger one like work big compani prove though
negative,plus hurt feel
neutral,forgot power cabl home today
neutral,today crack aswel
neutral,hey librari right comp sign
negative,weather
negative,parti weekend
neutral,facebook myspac page
positive,keep tell feel better tomorrow lazi day
negative,damnit
positive,thank
neutral,ahhhh let watch video phone
positive,good
negative,work upload photo facebook
negative,realli fair
negative,that bad luck
neutral,someth red hmmm think mayb
negative,depress
neutral,follow honey
positive,glad weekend
positive,amaz
neutral,pic back blue
negative,oh poor thing keep post
positive,er
neutral,hour mani massag later spend time wife son mother day yall forget grab gift card
neutral,hey make tonight
positive,that right
positive,happi mother day mother entir world deserv day right
positive,happi mother day
positive,thank
neutral,work hour
neutral,how babi fever
neutral,think ill pass haha good morn
neutral,ok got knight
neutral,like six hang around hous get come keep
positive,want go back
negative,thing
positive,wish
negative,made even wors
positive,good
neutral,wow rose got next student sat play
neutral,make fun
positive,wish
neutral,heyi sweeti go advanc train
neutral,back hospit work later studio time
neutral,use keyboard
negative,problem
positive,nice
negative,sick
neutral,cupcak want sugar
neutral,feel sorri male singer never go great
neutral,uh yeah total real life soooo
negative,kind piss
positive,convers
negative,feel
neutral,know feel
neutral,homework
positive,great
positive,thank
positive,alway excus wear tini dress
negative,mention feel like
neutral,friday rain rain day time sun
positive,wish
neutral,yeah haha episod well
neutral,control aw sorri got excit haha
negative,find stuff amus
positive,thank
positive,congratul
neutral,philli game mama mother day
positive,good
neutral,chanc wi locat soon mayb small
neutral,pour hole shoe
positive,still miss wake
neutral,know hot twitter work
negative,realli sick
positive,feel great
positive,realli like tw
neutral,oh ok come
negative,sick
negative,gloomi
positive,proud
neutral,one model photo shoot
negative,peopl mean
negative,issu
positive,happi mother day
positive,bed calm fear listen day
neutral,thank buddi problem friend yah post pic london noth much realli
negative,kind lone nobodi answer phone
neutral,palm pre record video
positive,love
negative,ok hungri fat know aha
neutral,say alot say light
negative,nervous
neutral,comput work need new one tgif
positive,success
neutral,that unfortun hear thank head
negative,go much help
positive,like
neutral,better
positive,name
negative,old dead gon
positive,happi
neutral,thing one week think
positive,thank
neutral,haha soooo parti tonight
positive,get second chanc perform
negative,head hurt feel sick
positive,interest
negative,want go work
neutral,attent time type tell ya ill add old man war wish list
negative,bad headach
neutral,want
neutral,use live ocean gone beach often
neutral,got get portfolio done wednesday meet review
positive,thank
neutral,oh seem much bigger thought
negative,fun day
neutral,watch dr horribl mad
neutral,realli full huge breakfast
neutral,iphon soon ad type everytim
positive,sure love much
negative,work
neutral,still waitin girl come want go shop
positive,great day
positive,love pleas repli wish good flight
positive,excit
negative,get annoy
negative,stop
neutral,heard one key like minut ago made night
positive,best present ever fun breakfast hunt
neutral,know could listen everi version war pig ever record
negative,fever imagin
positive,wi
negative,realli sorri
neutral,monday monday mr home couch lot today
positive,curious
neutral,believ theyv close even one airport
negative,headach
negative,sad
neutral,go hello kitti face
neutral,oh messag probabl
positive,best excit
positive,beauti
neutral,good morn sexi twitter how gd like still want sleep
neutral,learn lesson last night thought go throw got tix fashion show end mo
negative,stupid
positive,thank
neutral,stay great mother gave left still cough
positive,aww
neutral,holi chees send thing
positive,realli
neutral,wear green shirt eye hear high hang
neutral,littl girl still hold phone tear pour eye
positive,happi
positive,love
negative,bore
positive,pick
positive,happi
neutral,yes sure eat
positive,nice
positive,feel better
positive,wish love come home
positive,great hear lot other suggest pretti great stuff
neutral,hey
negative,feel good
negative,sad
positive,special
positive,hope
neutral,mayb younger
positive,love though
positive,great deal money
negative,guess fail cri
positive,glad
neutral,done dentist novemb
positive,honest
positive,wow rock awesom perform
positive,sound cool
negative,rip
negative,miss
positive,happi mother day mommi
positive,realli good job
negative,bad
positive,that nice
negative,suck
negative,crazi
positive,thank
neutral,see month
neutral,good thing eat lot ice cream food bed
negative,work
neutral,rain rain danc
positive,enjoy
negative,wonder
neutral,meet boy
negative,text day respond what
neutral,want stuck revis better green honour lol
neutral,thank got tire
negative,sometim miss teach mess bad system
positive,happi mother day mommi
neutral,heard better mix use sound
positive,beauti
negative,suck
negative,even though love
positive,happi
positive,like pic way
negative,sad
positive,best
positive,good
positive,good luck tomorrow
neutral,woo hoo
neutral,actual today also better rain
neutral,work essay say realli mean word even open
negative,oh man
neutral,workin still lol want go spring game
neutral,homework
negative,miss
positive,yah haha
positive,happi
neutral,kind done tri ugh oh well worth effort long day tomorrow night
neutral,funer
neutral,sound like never record say wing chees bee
neutral,well right side
neutral,think might break purchas know call
neutral,tom plan germani answer germani
neutral,ah haha omg cooki boo
neutral,drink doc convinc look stop smoke yet come
neutral,hahahaha shirt match nd know da color lol
neutral,feel sorri broke feel sad cos feel wish give huge hug right
negative,never becom
negative,sunburn face leg
neutral,plan surviv status quit job got find new job month
positive,love guy
neutral,nite want sum get
positive,wow great list
positive,love
positive,want hang friend soon
negative,enough
neutral,see steve rais
neutral,like saw movi give
negative,sad
negative,incred worri
negative,mean
positive,nice
negative,lost hour work due server issu
positive,lov
negative,ridicul
neutral,know one come wo link lazi without
negative,internet right
neutral,person could decid sign place last fall
positive,far everybodi look good
positive,final work
neutral,listen record releas think music competit land
neutral,tri work use twitter
neutral,love abl work safe area
negative,miss
neutral,peopl talk gone
neutral,know bro ask cat make last night weekend philli
positive,lot memori
negative,miss
negative,made hungri
positive,good morn
positive,lucki
neutral,quit sure ace cake gosh tire love war fun night
neutral,salad hungri
negative,bum
positive,believ
negative,slow
negative,lack
negative,know
neutral,starbuck
neutral,ugh
negative,none help
positive,best place ever
neutral,cat dog wish come home
neutral,man cut hair mean come
positive,oh hope get better show good luck
neutral,thing potato cake say
neutral,get awesom get stuck silli place know
negative,miss
negative,crappi
neutral,enough pizza order get pizza
neutral,idol look new send get free everi
positive,realli worth watch cinema mum realli enjoy
positive,funni
negative,kind may chicken
positive,gotten better
neutral,go miss much great time darl
negative,tire
positive,stuff pretti cool
neutral,send ton thank love sock believ utter peopl
neutral,realli miss right love
negative,saddest
neutral,say want lunch
negative,confus
positive,love
negative,fail
neutral,got check bro mine girl
negative,bore wait class start sigh next week
neutral,hungri wat eat
positive,awesom juic
neutral,happen
negative,feel
neutral,alway coffe cooki
neutral,collect tv
positive,happi mother day
negative,full
neutral,kind look forward see offic today
negative,disturb sold babi met pet
negative,sorri
positive,good
neutral,white shoe haha ah got excit mean
neutral,littl bit drink actual strong anymor
positive,thank
neutral,comput class photo work
negative,shame
negative,hate
positive,annoy follow thought late good
positive,great
neutral,lol mr
negative,feel like throw
neutral,studi final right
neutral,welcom public
neutral,possibl
neutral,still
positive,yea look good
neutral,place unit start today
neutral,fun last night see
negative,date like man get play like
positive,good luck
neutral,hair look happi mother day mother
positive,fun parti tonight
neutral,work
neutral,work due two earli morn event
neutral,raini day row
positive,welcom
negative,sick
negative,wrong
negative,week week
neutral,pill bag never touch cover brother sweat use want hehe
positive,happi
negative,sad
positive,lovin
neutral,want call go
positive,big thank
neutral,help cousin get readi grade grow
neutral,bank
negative,miss
positive,chill
positive,hey noth wrong
positive,nice
neutral,well offici
neutral,think song use next chill edit video
positive,feel fresh
neutral,home parent wed take dinner let find woman long
positive,cute
neutral,feel like nerd say new star trek look kind cool might see haha let know goe
neutral,want get nail done today accord guess ill wait til tomorrow french
neutral,seen star trek twice see today sinc
positive,happi mother day
positive,like
negative,tire
positive,wish best
neutral,head hour
positive,huge fan
neutral,wow must work slept better get updat job
neutral,hey dave
positive,love abl want
positive,anyth wrong
negative,run slow
neutral,good morn earli bad
negative,alon cuz one go
neutral,new follow
negative,st
positive,wish
positive,worth
neutral,final came around twitter usernam follow need chang anyth
negative,woke unhappi midnight
positive,that awesom
negative,good
negative,mistak
negative,ugh
neutral,mad block
positive,gave cabl tough time either cabl shoe know cabl
neutral,friday night updat left citi
positive,easier everi day
negative,negat thing trip
positive,cute
neutral,pleas think could wrong number time
positive,happi
neutral,yea dude realli
negative,poor
negative,miss todayi know must feel tire
neutral,turn get go see
positive,impress
positive,loser drove hour day need rest day still tire lol
neutral,think ugli tha dumb lookin know
negative,last time ill see
positive,thank
negative,got miss basebal
negative,weak
neutral,awesom go sore morn feel like bad eat though
neutral,read close browser
negative,sorri
positive,good
positive,fantast night fantast peopl fantast food
neutral,get cat hand caught
negative,need coast weather
neutral,gift boyfriend littl guy keep compani night
positive,good
positive,good time good time work
neutral,anim provid hotel
neutral,sorri sound like year old text tri deck anoth cool
neutral,want app iphon america free anim game show iphon win uk
negative,dead
positive,awesom
neutral,rain
neutral,mean post concert blue lol well soooo know mean
neutral,side seat pleas starbuck
negative,sad
positive,love
positive,noth
neutral,left brain right brain drug
negative,idiot
neutral,oh see mean true use know
negative,sooooo miss
negative,bit
neutral,enough alreadi next googl next
neutral,aw wish could get readi come work sinc behind work
positive,realli good ab
neutral,well far back least
positive,twitter truli
positive,thank
positive,love smell roast oven thank idea
neutral,answer
positive,thank
neutral,yeah goe alway bring thing let last someth call bird milk
neutral,includ
negative,clock fo
neutral,write bore part paper hmm sun shine feel like work howev
negative,fun
neutral,high school
positive,yes
positive,thank much
positive,best
positive,success
neutral,middl mile walk
positive,good
neutral,learn starwarsday movi solo shot first deal
negative,busi day time
positive,go miss ili
neutral,yeah get better though know
neutral,decid go uni today
neutral,littl get go miss get amaz home
positive,grea
neutral,show women men screw struggl real honest
neutral,download new
neutral,happen earli night turn
neutral,day open know everyon leav today
positive,cute
neutral,beach got back roast
neutral,yeah call dad mom brother either mom phone dad phone card brother
neutral,moment well time insan need check
negative,miss
positive,congratul
negative,june arriv
neutral,agre
neutral,sorri believ much got bar icon next version lot
neutral,offici pink eye
positive,good
positive,welcom
positive,happi
negative,that right
positive,happi
positive,fab
positive,enjoy
neutral,full cold dark pub want go outsid
neutral,love think hes ace anoth note headach
positive,greet everi momma happi momma day
neutral,feel better drug awesom sad wast day weekend
positive,good morn
negative,idiot
positive,second best
neutral,play guitar hero wait text prom
neutral,ok follow twitter realli think
negative,oh geez ill feel stupid
neutral,almost updat goo
neutral,well write song turn light
negative,page exist
neutral,want get bed want go back sleep open store work though
neutral,press bottom right
negative,tire
positive,love show got offic
neutral,work
neutral,research today day littl bit shop
negative,stuck
negative,warn
positive,special
neutral,awww go chick
neutral,depress move
neutral,time learn anoth languag
positive,wonder
neutral,head cloud
positive,good flick
neutral,realli tri differ time
positive,real fun begin
neutral,dm sinc follow
positive,final got see
positive,great fan
negative,tune
neutral,goodby citi let hurri give cuz paper work summer bk
neutral,noth piec paper
negative,poor
neutral,dinner
positive,nice
negative,still sick
negative,sorr
negative,sorri
neutral,never
negative,good day
positive,thank
positive,much better
neutral,want go
positive,love
neutral,movi plane mall cop saw nephew alreadi
neutral,dad work graduat work year year join
positive,interest
negative,there confus
negative,miss husband
positive,welcom sweet dream
positive,cute littl pictur
positive,hey happi mother day mom
negative,hate
neutral,got slow go get readi work
neutral,sing everytim
positive,love
neutral,aw go miss old usernam nick jona repli old usernam go start
neutral,much singl go tonight save day
neutral,yea run hour let test
positive,good
neutral,read meant toy though
positive,funni
negative,sorri
negative,sad
negative,worri
neutral,monday morn lot go wait mate add style tabl set
positive,crazi parti thank drive home
neutral,invit one beach short notic mean hell tell realli
positive,fun
neutral,oh man fresh
positive,cool bean
positive,goood
neutral,drive insan realli knight play chanc
neutral,want hug
neutral,make hot chocol milk mother day festiv start
positive,happi mother day
negative,broke
negative,sorri
positive,like
positive,happi mo
positive,brain rock happi share carri
negative,scare
negative,sorri
neutral,ok send mom mother day iphon app
neutral,rememb take challeng
neutral,short stack need add short stack
neutral,dude sun
positive,alway
neutral,know take butter actual butter xoxo
negative,want get fat
neutral,need snuggl work like snuggl iron huh
negative,still bad though
positive,nice visit
neutral,pump day
neutral,account revis boo
positive,love strawberri
positive,excit
negative,feel like right one month school left fml hard
neutral,name
neutral,omg dude read almost haha thank
negative,st hard
positive,aww hope fli episod usual realli good earli far ep disappoint
positive,glad
neutral,ill say even anymor prefer pizza fresh pizza
positive,cool
negative,hate wo
neutral,un de access photo server
negative,problem
negative,loser
positive,fab
negative,feed
negative,lost
positive,cours realli hope real twitter page cool
neutral,haha sometim mobil make
negative,worst feel wake still feel full
positive,good
positive,high yay
neutral,watch short stack tv
positive,that gorgeous
negative,dumb reason
neutral,go home cri
negative,believ
neutral,kate grace
negative,wrong
positive,hope get troubl
positive,like
negative,convinc
neutral,want play game
positive,awesom
negative,cri
neutral,long day famili tire fun
positive,hit
negative,well aunt dog die understand ill probabl head soon support
negative,hate
neutral,physic
positive,glad
